100,I Wonder/Kanye West,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
99,IYDKMIGTHTKY (Gimme That)/Type O Negative,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'suicidxbladxs']"
99,Only Shallow/my bloody valentine,"['Marcelosgc1', 'OsvaldoMusicas']"
98,Dagger/Slowdive,"['haimond', 'Jackson_Joe']"
98,How Sweet/NewJeans,['haimond']
98,Karma Police/Radiohead,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
98,Virgin Suicide/宇宙ネコ子,"['haimond', 'OsvaldoMusicas']"
97,Bonita/Roberto Menescal E Seu Conjunto,"['OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
97,Boys Don't Cry/The Cure,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
97,DOGTOOTH/Tyler the Creator,"['Jackson_Joe', 'PbzSmith']"
97,Ditto/NewJeans,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
97,Do I Wanna Know?/Arctic Monkeys,"['Jackson_Joe', 'Marcelosgc1', 'suicidxbladxs']"
97,Moonlight on the River/Mac DeMarco,"['Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas']"
97,My Little Brown Book/Duke Ellington,"['Marcelosgc1', 'OsvaldoMusicas', 'PbzSmith']"
97,REPEAT IT (with Gunna)/Lil Tecca,"['Marcelosgc1', 'OsvaldoMusicas']"
97,Summer Breeze/Type O Negative,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas']"
97,Theme/Loathe,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
96,White Room/Cream,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
95,A Quick One Before the Eternal Worm Devours Connecticut/Have a Nice Life,"['Jackson_Joe', 'PbzSmith']"
95,Ainda é cedo/Legião Urbana,"['haimond', 'OsvaldoMusicas', 'suicidxbladxs']"
95,Asleep Among Endives/Ichiko Aoba,"['haimond', 'Jackson_Joe']"
95,Lonely Day/System of a Down,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas']"
95,The Big Gloom/Have a Nice Life,"['Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas']"
94,Beatle George/Jupiter Apple,"['Jackson_Joe', 'Marcelosgc1', 'suicidxbladxs']"
